"n_pages","content_mime_detected","top_tlds","top_domains"
"310","application/x-tika-java-web-archive","[{io, 162}, {org, 82}, {com, 23}, {se, 7}, {fr, 6}]","{uni-hannover.de=1, dhis2.org=3, jaguards.com=1, jenkins.io=162, muni.cz=4, cogentco.com=1, linshare.org=4, openolat.com=4, eclipse.dev=1, netxms.com=3, jussieu.fr=1, alltena.com=1, freebsd.org=1, palserv.com=1, liu.se=2, rediris.es=4, nluug.nl=3, spotorno.com.ar=1, deegree.org=1, mapr.com=1, jenkins-ci.org=4, adictosaltrabajo.com=1, ecolomarket.fr=1, renater.fr=2, sjtu.edu.cn=1, yamagata-u.ac.jp=1, servanamanaged.com=3, lucee.org=2, jpalio.com=3, basex.org=3, egiz.gv.at=1, gentoo.org=4, jboss.org=19, princeton.edu=3, redhat.com=2, uni-erlangen.de=1, swin.edu.au=1, googleapis.com=1, osuosl.org=19, slonopotamus.org=1, jimmc.org=18, exemole.fr=2, clazzes.org=1, umu.se=5, frinklang.com=1, feltex.com.br=2, ufpr.br=2, apache.org=2, ossplanet.net=2, cbox.biz=2}"
"308","application/x-mspublisher","[{org, 129}, {com, 64}, {ru, 27}, {edu, 10}, {net, 9}, {no, 8}, {au, 7}, {uk, 7}, {it, 6}, {fr, 6}, {nz, 6}, {ca, 5}]","{ucoz.net=2, ittris38.ru=2, aromaklangraum.de=1, uebersaxen.at=2, mclla.org=2, westmichiganglsi.org=1, lambsongs.co.nz=5, ciel-bretagne.net=2, cityoflex.com=5, psmatt.ch=1, mathematicshed.com=6, detlib-tag.ru=11, ucoz.ru=6, kingston-ny.gov=1, cggcwomen.org=1, animasfire.com=1, corpus-christi-parish.org=2, kirken.no=1, stpaulpontiac.org=2, mopcf.org=1, pbworks.com=3, oaklandbaptistchurchva.org=52, upol.cz=2, anyssa.org=46, lslpreschool.com=3, fazana.hr=2, jimcontent.com=8, mrminger.com=2, mikofc.org=2, longbranch.k12.nj.us=2, fundingyourministry.com=1, wdfiles.com=1, finalsite.net=3, olphlindenhurst.com=1, stfranciskilmarnock.org=2, tablettesetpirouettes.com=3, leplessisbrion.com=1, yukonschools.ca=3, cartabledunemaitresse.fr=5, ekladata.com=4, lansdownecrescentprimary.org=1, catholic.org.au=3, fastcolorprinter.com=2, ucanr.edu=1, oratoriorivoltella.it=4, atuttascuola.it=1, uib.no=7, schoolwires.net=1, manchester.edu=8, pkfd.nz=1}"
"297","application/x-mach-o","[{build, 56}, {nl, 54}, {io, 43}, {com, 42}, {edu, 41}, {net, 13}, {org, 13}, {lol, 8}, {it, 7}, {de, 7}, {xyz, 5}]","{upjs.sk=1, remote.it=2, aliyuncs.com=3, arrizza.com=1, bazel.build=56, itisthebest.com=1, likemc.xyz=2, digitaloceanspaces.com=4, wilsonl.in=1, testquality.com=1, amazonaws.com=2, ch-werner.de=2, netmaker.io=1, fedoraproject.org=1, inrialpes.fr=1, ucsc.edu=41, heptapod.net=7, downsoft.cn=1, perforce.com=4, nluug.nl=54, fedorapeople.org=4, feed-the-beast.com=10, akeyless.io=3, macports.org=3, edge.network=1, uib.de=2, uni-mainz.de=3, calyxinstitute.org=1, zapstore.dev=1, werf.io=23, home-gallery.org=1, frugalware.org=2, martiansoftware.com=2, k8s.io=16, githubusercontent.com=2, googleapis.com=2, acrosync.com=1, pydio.com=1, garr.it=5, mumble.info=1, koolcenter.com=1, imagej.net=2, priint.com=4, owncloud.com=3, radicle.xyz=2, vim.org=1, sunsite.dk=1, soundsphere.xyz=1, restic.net=4, nickchan.lol=8}"
"292","application/x-adobe-indesign","[{com, 147}, {net, 70}, {uk, 28}, {org, 6}, {de, 6}, {eu, 5}, {nl, 5}]","{tsg-blankenloch.de=1, sanity.io=2, ezprinters.co.uk=3, gd-inc.com=3, graylinebrand.com=1, planetprinter.com=53, worlddairyexpo.com=1, smokeyskitchen.com=1, onlyprint.de=1, adobe.com=4, rheinhessen.de=2, adcgs.org=1, bspool.eu=5, boekengilde.nl=3, facemediagroup.co.uk=7, bestticketprinting.com=6, lemagasinduprint.com=5, printis.nl=1, kayvintagereissue.com=1, aikidojournal.fr=1, ctfassets.net=13, qualityprintersllc.com=1, odbory.info=1, fudebin.com=1, rushprintnyc.com=19, booktory.com=2, thebreedbusinessblog.com=1, finelineprintandweb.co.uk=1, wttb.co.uk=14, pgprint.com=1, ludenslab.com=1, 8merch.com=13, jimcontent.com=2, uspress.com=8, elte.hu=1, anydoormarketing.com=5, degngrafisk.dk=2, greppa.nu=1, volleynet.at=1, prontomarketing.com=1, astronomy2009.org=1, orderingplatform.com=2, ccirm.org=1, greatledge.co.uk=1, france-enveloppes.com=2, wichita.edu=1, printbyme.net=54, smartboard.se=2, hoqueisub.com.br=3, park-agency.com=2}"
"286","application/x-httpresponse","[{com, 128}, {eu, 81}, {mx, 24}, {br, 15}, {de, 13}]","{mhh.de=3, pearcedaleschool.com.au=1, centercsapagy.hu=2, dguv.de=1, cl4fire.com=1, coleschotz.com=7, letm.com=21, xcast.com.br=2, amazonaws.com=1, kidp.pl=1, transmissaodigital.com=3, mercercountysports.com=1, eaf-wue.de=1, euroti.com.br=1, euagenda.eu=81, uaihost.audio=1, cernams.com=1, collectionscanada.gc.ca=1, supplyengine.co.uk=2, redcjm.gob.mx=1, vandorenwaxter.com=1, maginstal.pl=1, niua.org=1, osc.ca=2, baltbv.nl=1, worldcordsets.com=72, chileservidores.cl=1, streaming.abc.br=1, voxhd.com.br=2, schwaiger.de=7, svreua.com=8, streamproarte.com.br=4, braudio.com.br=2, scharmuetzelsee.de=1, difjalisco.gob.mx=1, kanalbau.com=1, cbsinstallatie.nl=1, realitycheck.vip=1, alphanetdigital.com.br=1, hanarochurch.or.kr=2, vilniustech.lt=3, csbankruptcyblog.com=1, verheesenvandijk.nl=1, listen2myradio.com=3, proficompetence.com=3, orlandohugo.com=1, leiloport.pt=1, melodie-pauchet.fr=1, jalisco.gob.mx=22, jammfmradio.com=1}"
"276","application/x-mmz","[{cat, 276}]","{miramon.cat=276}"
"271","application/vnd.xara","[{com, 196}, {de, 14}, {net, 11}, {au, 10}, {fr, 10}, {org, 8}]","{audiomovers.com=5, gkm-sw.de=1, cherryaudio.com=24, process.audio=3, fullbucket.de=12, all7.cc=2, izonecloud.ca=1, craftedge.com=1, amazonaws.com=2, thinkingrock.com.au=10, itopvpn.com=100, xhandu.com=1, cloudflareclient.com=1, acusmagic.com=3, arx.one=1, openmodelica.org=6, cyberghostvpn.com=1, openzfsonosx.org=2, macrocura.com=2, steinhoefelschule.de=1, office.net=2, optigroup.be=1, bestservice.com=1, 360safe.com=3, iholdemindicator.com=1, master-tones.com=1, octory.io=1, vso-software.fr=10, giho.com=1, googleapis.com=3, firstmerchants.com=1, northernvideo.com=3, wancaiinfo.com=1, cressi.es=2, accobrandspartner.com=1, jiho.net=2, kabutoservices.com=6, avastbrowser.com=2, kesslercrane.com=1, avast.com=6, alfw.com=1, lse.ac.uk=1, intuitibits.com=1, ninjadownloadmanager.com=1, b6zip.com=1, strato.com=2, worldvpn.net=1, gitfinder.com=4, schoolwires.net=3, cantarx.com=2}"
"264","application/java-archive","[{ir, 117}, {org, 62}, {com, 40}, {net, 19}, {ru, 5}]","{ama.gov.pt=2, abapacademy.com=1, forgecdn.net=1, usp.br=1, cytoscape.org=39, picapport.de=1, open.edu=1, bibles.co.za=1, bitegarden.com=16, bioimageanalysis.org=1, ghbook.ir=117, replaymod.com=2, dreamtv.app=1, nightmare317.com=3, wapx.ws=2, rapidminer.com=8, jnior.com=2, frostclick.com=1, usna.it=1, amazonaws.com=1, nodecdn.net=1, kccoder.com=1, oldfag.top=1, dinedi.ru=1, broken-by.me=2, tvbrowser.org=2, comune.milano.it=2, instamc.com.br=1, coros.us=1, key-project.org=1, meteorclient.com=1, 52emu.cn=2, skytale.fr=1, youtv.de=1, kurdappdev.com=1, purpurmc.org=18, william278.net=3, playerfinder.net=4, bytedance.com=1, nokia-java.ru=4, gluonhq.com=1, swellpro.com=1, zrips.net=9, minecraftforge.net=1, nuxeo.org=1}"
"259","application/x-matroska","[{ir, 65}, {com, 63}, {net, 32}, {au, 18}, {re, 18}, {edu, 13}, {org, 12}, {es, 11}, {de, 9}]","{drtcc.com.au=18, eg.org=1, sevenya.com=1, hermanmiller.co.jp=1, secullum.com.br=1, stefanolandiniart.com=1, oregonstate.edu=2, spu.edu=1, show2babi.com=1, sunwave.space=1, farinplus.ir=2, brb.re=18, milliken.com=3, qatank.jp=1, toni-bartl.de=2, lsh.ie=2, alto-bau.de=1, jeroenpelgrims.com=2, esko.com=2, dfnbd.net=16, odycdn.com=1, bandxusa.com=2, justucuman.gov.ar=1, dlrozane.net=1, badspot.us=3, fireden.net=14, himi-subs.de=3, ouhsc.edu=9, agrad-sprobegom.ru=2, minecraftforum.de=1, filecondo.com=1, xn--y9aam0eb9a4abc.xn--y9a3aq=1, eclipse.org=1, pharmoutcomes.org=2, jcyl.es=11, solutions-mesonet.org=6, dlbars.ir=62, icaew.com=1, melon-subs.de=2, goldshipdz.com=2, agrad.ru=2, orica.com=2, mrwn.at=1, xj500.net=1, colorado.edu=1, rwe.com=1, atarionline.pl=1, googleusercontent.com=5, ffdn.org=1, speaking9.com=37}"
"257","application/x-itunes-ipa","[{com, 118}, {fr, 22}, {to, 19}, {org, 15}, {ru, 9}, {cn, 7}, {ir, 6}, {io, 6}, {se, 6}, {nl, 5}]","{altstore.io=6, nullsusercontent.com=2, archive.org=8, download-nullsbrawl.ru=2, vcmi.eu=1, standleo-download.ru=1, codenametostr.com=1, techilo.com=1, picawang.com=3, bag-xml.com=2, touchhle.org=2, ipogo.app=2, testdebit.info=4, doctis.ru=1, redbex.com=17, liu.se=6, provenance-emu.com=1, masterdl.com=1, jirutang.com=2, nluug.nl=5, bassinecorp.fr=19, 100868.fun=1, tigisoftware.com=1, tutuapp-vip.com=1, sinaapp.com=2, pconline.com.cn=2, pardedarkoob.ir=1, kennedn.com=1, ygba.xyz=1, mobilevoip.com=1, otthydromet.com=17, lltskb.com=1, eonhubapp.com=26, cydiaabdullah.com=2, fau.de=2, downvlink.top=1, downloadsoftware.ir=4, file-storage.su=2, kakakikikeke.com=1, mikerichardson.name=1, rongcloud.cn=1, antutu.net=1, ubuntu.com=5, null-s.com=2, ufpr.br=4, us.to=19, imperosoftware.co.uk=1, ipaomtk.com=6, libretro.com=3, duckwithsunglasses.com=1}"
"257","chemical/x-pdb","[{org, 178}, {nl, 36}, {cn, 19}, {se, 12}]","{kaist.ac.kr=1, utwente.nl=1, xmission.com=2, netbsd.org=87, mcxtrace.org=2, umd.edu=1, ludost.net=1, gentoo.org=39, princeton.edu=1, lagoon.nc=1, lib.ru=1, iscas.ac.cn=19, vim.org=8, dotsrc.org=3, ziliaozhan.win=1, nodejs.org=4, libreoffice.org=29, hro.nl=35, keepassxc.org=5, freebsd.org=1, mumble.info=3, umu.se=12}"
"229","application/x-shapefile","[{br, 153}, {es, 32}, {gov, 9}, {nl, 6}, {org, 6}, {eu, 5}]","{fbds.org.br=151, rijkswaterstaatdata.nl=6, zenodo.org=1, intevation.de=1, gisopencourseware.org=2, montale.pt.it=1, isprambiente.it=3, metabolismofcities.org=2, navarra.es=32, statkraft.com.br=2, pref.gunma.jp=1, heidelberg.de=1, noaa.gov=4, windows.net=2, nrcan.gc.ca=1, unh.edu=1, washington.edu=2, usgs.gov=5, europa.eu=5, adrianfrith.com=1, geo2france.fr=1, lubbock.tx.us=3, openstreetmap.org=1}"
"228","application/x-download","[{org, 226}]","{paysera.com=1, igmdb.org=226, promise.com=1}"
"216","application/vnd.ms-spreadsheetml","[{mx, 127}, {com, 28}, {net, 14}, {gov, 12}, {cr, 6}, {sk, 5}]","{whdload.de=1, tatarstan.ru=1, quefondos.com=22, ministeriodeeducacion.gob.do=4, summitengineer.net=13, puesc.gov.pl=1, uk.gov.in=1, si.edu=1, ventismedia.com=1, rhsmods.org=1, casetalk.com=1, jpfarley.com=1, mfsr.sk=5, gp.gov.ua=3, almaty-cgkb.kz=1, asknet-bg.com=1, ardour.org=1, chorzele.pl=1, ntta.org=1, wi.gov=9, occ.gov=2, alims.gov.rs=2, ca.gov=1, sutel.go.cr=6, scribus.net=1, cleanenergyregulator.gov.au=1, openfoam.org=1, ons.gov.uk=1, farmanager.com=1, otuken.com.tr=1, publiacqua.it=1, osfem.gob.mx=127, conwaymedicalcenter.com=1}"
"214","multipart/related","[{com, 66}, {org, 44}, {gr, 21}, {eu, 13}, {ru, 8}, {ca, 7}, {jp, 7}, {hk, 6}, {br, 5}, {pa, 5}, {net, 5}]","{asensio.com=1, tufs.ac.jp=7, cienciayturismo.org=2, stoqatpul.org=8, feevale.br=4, gwenet.org=1, unionepoliziana.net=1, paradigmresearchgroup.org=3, knallertforum.dk=1, unc.edu.ar=3, mcsrr.org=1, m2ch.hk=6, strath.ac.uk=1, duth.gr=1, dunmers.com=1, suny.edu=2, tritorch.com=6, fies.es=1, iqst.ca=5, korns.org=2, krdsh.cn=1, alfapublicaciones.com=7, lightingjournal.org=1, freedomforallseasons.org=1, ntp.od.ua=1, westcityedu.com=1, cienciadigital.org=20, nebrija.com=24, kraskom.com=1, mmbsports.com=1, mauronovelli.it=2, vlaanderen.be=3, aredam.net=2, michaelvnh.be=1, tavernarakislab.gr=20, communitywealthbuilding.org=1, karas.ca=1, tjps.eu=12, fletcherwines.com=1, cm-sever.pt=1, unb.ca=1, dickinson-wright.com=1, hirzenach-insider.de=2, ricelakemn.com=12, narod.ru=2, usma.ac.pa=5, orfeondemieres.com=1, healthedpartners.org=1, dlrgenchem.com=3, sinapsi.org=1}"
"211","application/vnd.openofficeorg.extension","[{org, 94}, {cz, 44}, {de, 27}, {se, 18}, {ro, 7}]","{uni-hannover.de=23, umd.edu=4, mirrorservice.org=1, sohu.com=1, gentoo.org=8, hnd.cl=1, muni.cz=37, fau.de=1, uni-erlangen.de=1, swin.edu.au=1, puimula.org=1, writingtool.org=23, riken.jp=2, stavekontrolden.dk=1, liu.se=18, twaren.net=1, netbsd.org=2, rediris.es=3, ufpr.br=4, tu-darmstadt.de=2, leeno.org=3, macports.org=1, vim.org=2, libreoffice.org=53, occitan.info=1, mattwhitlock.com=1, linux.cz=6, linux.ro=7, bloodhost.ru=1, web4u.cz=1}"
"209","application/x-doom","[{eu, 110}, {org, 51}, {com, 20}, {fr, 14}, {net, 9}]","{vargskelethor.me=1, uni-hannover.de=1, half-life.fr=14, the-powerhouse.net=5, getgle.org=1, grandpachuck.org=1, sdf.org=34, muni.cz=1, spectere.net=1, nanolx.org=1, wdfiles.com=1, doomleague.org=14, netlify.app=2, fakaheda.eu=110, codisec.com=1, namboner.com=18, funcrusher.net=3}"
"194","multipart/x-mixed-replace","[{tw, 59}, {de, 17}, {net, 14}, {com, 13}, {me, 11}, {taipei, 6}]","{synology.me=9, gov.taipei=6, kevinheaven.net=1, acsaintdie.fr=2, vera.es=1, frunze.net=6, cloudfront.net=3, myescambia.com=2, md-dns.de=1, enflujo.com=1, lidingo.se=1, myfritz.net=2, macewan.ca=1, ktntg.com=3, diemcity.nl=1, ieec.cat=1, ubassman.nyc=1, elcoronado.com=1, exposokol.ru=1, internet-box.ch=3, ttcpb.gov.tw=2, ropeway.com.tw=1, campinglaspalmeras.com=1, mailmaillove.me=1, tusten.no=1, digiclub-germering.de=2, spdns.de=1, meteobeverwijk.nl=1, radioftt.org=1, freeway.gov.tw=4, aks.nu=2, garfi.fr=1, thb.gov.tw=49, kittelfjall.com=1, izmir.bel.tr=3, csgalileo.org=2, hydranet.dev=1, dyndns.org=1, moln8.com=1, whitecapresort.com=1, r-kom.de=6, basisonline.de=1, websdrbordeaux.fr=1, itsg-ip.net=1, floatingbear.ca=1, ngrok.dev=1, klcg.gov.tw=3, glitch.me=1, adler-flamingo.ru=1, ddns3-instar.de=3}"
"191","application/x-spss-sav","[{be, 111}, {edu, 20}, {org, 14}, {com, 9}, {guru, 8}, {ni, 7}]","{citymania.org=5, osu.edu=1, zenodo.org=1, swissvotes.ch=2, usp.br=1, gorgas.gob.pa=3, helgeby.no=1, nucem.sk=2, dice-research.org=1, up.podlasie.pl=1, googleapis.com=1, ucr.ac.cr=1, ulster.ac.uk=1, diagnoza.com=1, vdu.lt=1, cide.edu=3, vanmaarten.be=111, inide.gob.ni=7, afrobarometer.org=3, tcu.edu=1, iitdh.ac.in=2, satisfactory.guru=8, sagepub.com=5, opendata.bg=4, displayr.com=1, gu.se=1, skku.edu=15, ufasta.edu.ar=1, guilford.com=1, justiceinmexico.org=1, stat.gov.kg=1, caucasusbarometer.org=3}"
"181","application/x-fictionbook+xml","[{ru, 92}, {com, 24}, {dev, 12}, {xn--e1a4c, 11}, {org, 11}, {ua, 8}, {info, 6}]","{gennadiev.ru=1, knigolub.net=2, sampletime.ru=1, uralizdat.ru=3, geshe.ru=1, lib.ru=1, krishna.lg.ua=3, kamunikat.com=1, kali-yuga.ru=6, awakeupnow.info=4, metronypca.org=5, apk-base.com=20, remarx.ru=2, allatra.org=4, nard.com.ua=1, morozovstihi.ru=1, tolstoy.ru=30, doma.dev=12, vsalnik.ru=1, scientifically.info=1, skepdic.ru=1, letra15.es=1, originalbook.ru=2, vikingstv.net=1, bolshekulachie.ru=9, spb.ru=1, xn--d1ag.xn--e1a4c=11, millidusunce.com=2, pravbiblioteka.ru=4, zhirov.kz=4, krishna-pmr.ru=1, szeda.eu=1, rabinovichlibrary.org=1, stradnieki.org=1, prussia.online=2, booktran.ru=1, clients-cdnnow.ru=6, dotu.ru=9, phanlibe.ru=2, seguntv.ru=1, vlageredu.ru=1, umma.ua=2, narod.ru=3, uabook.fun=2, russkiymir.ru=2, umma.in.ua=1, fido.odessa.ua=1, dgmag.in=1, gakuenkino.ru=1, leninism.su=1}"
"178","application/x-lz4","[{ru, 96}, {org, 48}, {com, 34}]","{ubuntu.com=15, yandex.ru=96, sohu.com=19, debian.org=48}"
"177","application/x-vmdk","[{com, 96}, {edu, 22}, {org, 20}, {ru, 15}, {de, 12}]","{umd.edu=3, sohu.com=50, mirrorservice.org=3, gentoo.org=8, uni-ruse.bg=1, prime-strategy.co.jp=1, immortalwrt.org=2, mikrotik-software.de=3, freifunk-schwaben.de=4, stdio.be=4, debian.org=6, bitdefender.com=1, liquidtelecom.com=1, koolcenter.com=3, yandex.ru=15, purdue.edu=19, karneval.cz=3, ubuntu.com=33, freifunk-altmuehltal.de=2, bitworks.de=3, openwrt.org=1, diyosoftware.com=7, fder.edu.uy=3, openmptcprouter.com=1}"
"176","application/x-sas-xport","[{gov, 174}]","{icandecide.org=1, zeroq.one=1, cdc.gov=174}"
"173","application/vnd.oasis.opendocument.spreadsheet","[{br, 31}, {org, 28}, {do, 20}, {it, 18}, {uk, 11}, {at, 10}, {tw, 9}, {es, 6}, {fr, 6}, {ca, 5}, {net, 5}]","{phe.org.uk=2, helpidea.net=4, caib.es=1, impossibility-challenger.de=1, ncc.gov.tw=2, agriculture.gouv.fr=1, leonregent.fr=2, mof.gov.tw=2, patrick-breyer.de=1, moe.gov.tw=2, nhssurveys.org=1, beh.sk=1, awm.gov.au=1, billhowell.ca=5, capital.sp.gov.br=4, comune.trieste.it=2, prefeitura.sp.gov.br=11, infoescolas.pt=1, leeno.org=20, trade-planet.ru=2, gov.wales=3, boat-design.net=1, dolcesfogato.com=1, worldmapper.org=1, coronavirus.pr.gov.br=14, amapnizerel.fr=1, arpa.veneto.it=3, lenkadastr.ru=1, ministeriodeeducacion.gob.do=20, ivace.es=4, christian-orient.eu=1, logement.gouv.fr=1, wikimedia.org=1, onderwijsinspectie.nl=4, jesusspokearamaic.com=2, mohw.gov.tw=2, aber.ac.uk=1, comunesbt.it=3, igeve.org=5, poauk.org.uk=1, uniupo.it=3, ipumps.eu=1, service.gov.uk=6, geodata.gov.gr=1, mdr.gov.br=1, provincia.bz.it=6, taiwan.net.tw=1, statistik.at=10, digital.gob.es=1, camara.leg.br=1}"
"164","text/x-yaml","[{org, 119}, {com, 17}, {net, 8}, {io, 7}]","{cosmos.network=1, pipedrive.com=1, k0smotron.io=1, find.coop=2, opensuse.org=115, githubusercontent.com=7, probely.com=1, dmtf.org=2, medusajs.com=1, debian.org=2, debian.net=2, griffin.com=1, fivetran.com=1, rebilly.com=1, elastic.co=3, tetrate.io=1, meshery.io=1, n2t.net=2, shoptet.com=1, allegro.pl=1, nluug.nl=1, euserv.net=3, dealpos.com=1, plannrcrm.com=1, anti-ad.net=1, dicom.tw=1, reversinglabs.com=1, readthedocs.io=4, iastate.edu=3, linux.cz=1}"
"159","application/vnd.iccprofile","[{jp, 60}, {com, 48}, {au, 11}, {se, 11}, {ru, 7}, {ch, 5}]","{i-druck.net=1, 66print.ru=2, posterlia.de=1, drivethrupartners.com=2, rognemedia.no=1, qpix.se=10, taosphoto.fr=2, digitalbags.it=2, amigadave.com=2, pigmenta.hu=3, flexiprint24.com=1, booksmartstudio.com=27, seikofoto.com=2, pictorico.co.jp=1, posterlia.ch=5, whitewall.com=3, fsfera.ru=3, dglab.pl=2, jtwgroup.sg=1, colorway.com=8, palitra5.com=2, mdisplay.co.kr=2, chromatone.ro=1, pd-master.ru=2, indigodruk.pl=1, iphoto.net.au=11, custompublish.com=1, linderothstryckeri.se=1, awagami.jp=59}"
"158","application/vnd.nintendo.nitro.rom","[{me, 157}]","{mariomasta64.me=157, raven.works=1}"
"156","application/x-msaccess","[{com, 28}, {org, 22}, {es, 18}, {uk, 14}, {gov, 13}, {net, 7}, {ru, 7}, {de, 6}]","{navy.mil=1, ltd.ua=2, ulisboa.pt=2, gilfanova-juliya.ru=4, oscardemicheli.it=1, mtzionhistoricalsociety.org=4, theisca.com=1, officena.net=5, gcflearnfree.org=3, gesamtschule-pulheim.de=1, vb123.com=2, uiu.ac.bd=1, inp2020.tn=1, manaqshbandi.net=1, sparxsystems.com=2, sjrwmd.com=1, ego-gw.it=1, beldex.io=1, state.co.us=2, programmiaccess.com=2, utas.edu.au=1, firealpaca.com=4, sachsen.de=1, nepagsl.com=1, milieuinfo.be=1, lifesystemssoftware.com=1, kawatriple.com=1, oakandlaurel.com=1, itu.int=1, cica.es=2, accessunddatenexpertise-olsberg.org=5, cqg.com=3, tobacco-cessation.org=1, ingra.es=16, epa.gov=1, iqtig.org=8, fgov.be=2, chessreference.com=1, dawahmemo.com=1, ncwrpc.info=2, github.io=2, access-programmers.co.uk=14, uniba.sk=1, mn.gov=1, ph-public-data.com=1, arhivpnz.ru=2, state.or.us=2, nysed.gov=8, geostandaarden.nl=2, intercax.com=1}"
"150","application/x-archive","[{org, 126}, {edu, 10}, {fr, 6}]","{micron.com=1, ethz.ch=1, mit.edu=10, digiater.nl=1, virten.net=1, iscas.ac.cn=1, dotsrc.org=72, nodejs.org=29, hardenedbsd.org=5, debian.org=2, hypervisor.fr=4, carlorraine.fr=2, mikendezign.com=2, tophat2d.dev=1, freebsd.org=18}"
"146","application/x-x509-cert; format=der","[{be, 84}, {com, 19}, {gov, 8}, {ua, 7}, {mt, 6}, {mil, 5}]","{belgium.be=84, pantasign.com=1, audkenni.is=1, hinet.net=1, treasury.gov=4, actalis.it=3, ecs.mil=3, minterior.gub.uy=1, esante.gouv.fr=3, diia.gov.ua=7, gov.mt=6, xpki.com=1, orc.com=9, sectigo.com=1, andesscd.com.co=1, entrust.com=3, critc.cn=1, uanataca.com=2, state.gov=1, privyca.id=1, efos.se=1, sinpe.fi.cr=1, accv.es=2, treas.gov=3, cacert.org=1, authentx.com=1, disa.mil=2, godaddy.com=1}"
"138","application/envi.hdr","[{no, 122}, {ca, 7}, {com, 5}]","{sove.no=122, mpg.de=3, zenodo.org=1, podiumwalker.com=1, julibe.com=1, spacespheremaps.com=1, augmentedrealityplugins.com=1, backblazeb2.com=1, ubc.ca=7}"
"134","application/x-font-ttf","[{id, 65}, {com, 50}, {org, 7}]","{autosupports.com=1, japanesefonts.org=6, modbussid.co.id=65, teacherscompanion.com=1, prioritypeco.com=1, lepsy.ca=1, cam.ac.uk=1, awebfont.ir=1, ownglyph.com=18, nikesportpulse.com=1, ankhaurum.com=2, vgsearch.info=1, kncc.or.kr=1, cooltext.com=4, hefeitong.cn=1, chaziti.cn=1, classactionlitigation.com=3, wouafpetitchien.com=15, ohchr.org=1, tongyingxcl.com=1, psfe.com=2, baath.de=1, uni-altai.ru=1, cineklee.com=1, startpda.kr=1, sectron.rs=1, 4f.wiki=1}"
"134","application/x-fat-diskimage","[{org, 37}, {net, 19}, {de, 17}, {fr, 16}, {com, 11}, {fi, 8}, {am, 6}]","{on.net=1, comtrol.com=1, archive.org=2, freertr.org=1, lip6.fr=15, dosdays.co.uk=2, sohu.com=2, textfiles.com=1, ipxe.org=1, princeton.edu=1, mpoli.fi=8, oregonstate.edu=2, vt.edu=1, meulie.net=17, rpmfind.net=1, garr.it=2, liquidtelecom.com=1, liu.se=1, netbsd.org=33, calaos.fr=1, datagr.am=6, yandex.ru=3, lagoon.nc=4, ufpr.br=1, zx.net.nz=2, netcologne.de=16, ip-connect.info=1, evoluso.com=6, gwdg.de=1}"
"120","text/x-sql","[{com, 40}, {me, 38}, {org, 11}, {de, 6}]","{navy.mil=1, hammocklift.com=1, exploroo.com=1, ccss.sa.cr=1, arachnoid.com=1, jamoutsourcing.com=2, sistemaslinux.com.br=1, quiccknaukri.com=1, dev34.info=1, apkgoogle.org=2, officialsite.sg=1, deepmac.org=1, homd.org=1, eaacheck.com=3, mygiftshop.biz=1, logicxy.com=3, adveness.hu=1, uni-mannheim.de=3, propertybook.co.zw=1, kaidee-pos.com=3, artfactorytees.com=2, kakaocdn.net=1, rieglepress-inv.com=1, ethz.ch=1, s-m.cl=1, herbexlife.com=1, githubusercontent.com=2, cam.ac.uk=1, mpg.de=1, eube24sport.be=1, uni-muenchen.de=1, crayonsdigital.com=2, istranice.net=1, strathspey.org=6, hs-osnabrueck.de=1, zamperetticonsulting.com=1, oei.int=1, smdb.in=1, osgeo.org=1, totalfreedom.me=37, industriasmendozaperu.com=2, kurniajayabersama.com=1, alexion.nl=1, mydevportals.com=2, bracessaltlakecity.com=4, selene.com=1, deep13.xyz=1, blitzprax.com=1, creantis.dev=1, chaunceyriddle.com=1}"
"118","text/x-chdr","[{cn, 110}]","{openanolis.cn=110, lyrahosting.com=1, keil.com=1, applefritter.com=1, githubusercontent.com=1, bxr.su=1, cern.ch=1, yazd.ac.ir=1, ctx.graphics=1}"
"114","model/vnd.mts","[{pl, 31}, {org, 24}, {fr, 23}, {com, 10}, {de, 9}, {ua, 7}]","{photographyblog.com=1, xemacs.org=2, home.pl=30, jimcontent.com=2, videokamery.cz=3, follet.org=1, taekwondo-provins.fr=20, clubretraitesmgen19.fr=3, forestecolodge.com=1, roufukuren.jp=1, 105.edu.pl=1, film-tv-video.de=2, pentahof.nl=1, blue-devils-straubing.de=1, impress.co.jp=3, 21kwc.com=1, supermotors.net=1, die-schwarze-treppe.de=1, edudev.org=20, ubuntu.com=1, pixinfo.com=2, fbu.kiev.ua=7, muellstadtkinder-kairo.de=5, sensing-lab.com=2, mdx.ac.uk=1, sharcom.org=1}"
